title,company,description,location
Business Systems Analyst,iris software inc,hope well iris fortune direct cent looking business systems analyst please find job description share updated resume jatin gupta irissoftware com position business systems analystlocation toronto onduration long term contract business systems analyst skills banking exp must writing sql scripts data mapping analysisgood communication,"Toronto, Ontario, Canada"
Data Analyst - Land,fugro,data analyst responsible collating processing presenting data able run lead projects low medium complexity inidual tasked processing relevant data devery job responsibitiesresponsible process relevant data compilation presentation data deverable appropriate quaty control data deverables production od data deverables responsible aspects project related relevant data acquisitions devery perform administrative duties include maintaining accurate complete survey logs work closely project manage provide exceptional service centsanalyze process sensor data digital images collection vehicles devery centsupdate maintain salesforce tracking job requirements years age year degree engineering math computer science analytical geography similar technical degree preferred legally authorized work united states without restrictions years relevant experiencepavement management consting knowledge wod assetcompetent vision software suiteexperience sql ms sql server ms access excelexperience fme asset contribution growth opportunity fugro focus helping employees every level career identify use strengths contribute best every day entry level team members senior leaders beeve always room grow knowledge experiences support employees offering opportunities sharpen skills job learning experiences formal internal external development programs benefitsat fugro value people offer broad range benefits include mited choice medical dental vision plans basic group life ad insurance short term long term disabity broad range voluntary benefits employer matched vested k plan disclaimer recruitment agenciesfugro accept unsocited appcations recruitment agencies acquisition fugro recruitment fugro employee appreciated,"Mississauga, Ontario, Canada"
Data Analyst,pma canada,overviewas business analyst responsible supporting achievement pma business goals providing analysis insights development use various productivity tools department business analytics reports director business analytics data systemsresponsibities understand national provincial strategies objectives provide fact based analytic support senior director business analytics sales teams needed facitate production actionable channel brand information devery monthly performance analysis identifying specific regions brand channel issues opportunities actioned produce pre post analysis trade promotions recommendations trade development devery actionable market intelgence trade development team assist developing key initiative metrics target accounts provide channel performance assessment appropriate tracking documents key initiatives required prepare market update key accounts quarterly lead special projects needed manage maintain customer sap database spear mobity tools prepare weekly monthly reports consignment wines ision assist development monthly quarterly sales meeting content needed quafications bachelor degree business finance years experience sales marketing cpg company beverage alcohol company proficiency ms office advance excel skills pivot tables vlookups sumifs countifs required sound knowledge business planning market research processes knowledge brand activation best practices strong analytical business planning skills good mti tasking organizational skills good communication presentation skills basic trade development knowledge supper sales customer brand cpg beverage alcohol industry ac nielsen experience asset beverage alcohol experience asset successf candidate required submit proof fl vaccination accordance pma covid vaccination pocy accommodation requests new hires unable get vaccinated covid reason related protected ground pursuant appcable human rights legislation may request accommodation providing proof required accommodation,"Oakville, Ontario, Canada"
Senior Data Governance Analyst,electronic arts ea,looking experienced analyst help found data governance team supporting quaty verification organization located ea vancouver studio onsite remote hybrid reporting director data governance qvs well regated data important ea success ensuring high quaty game experiences players work mtiple teams engineers data analysts business analysts across internal upstream partner organizations manage cataloguing efforts develop quaty assessment framework coordinate governance projects responsibities may include limited assist implementing local data governance program develop implement data standards ensure quaty interoperabity creation data dictionaries classifications standard measurement procedures collaborate departmental partners work assess improve uniform data standards advocate using data lead decision makingwork teams ensure complete data neage captured managed data record manage team member communications ensure data consumers aware data governance strategies changes knowledge followingoversight data management goals standards process technologiesexperience data quaty data governance best practices understanding data privacy regatory aspects data governance coordinate resolution data integrity gaps working business owners partners experience working metadata cataloguing categorizing neage platformexperience documenting data requirements data strategy data res standardization cleanse vadation evaluate risks provide recommendations solutions timely mannertechnical skillsexperience data manipation knowledge data models data modelng data profing working erse data environments experience agile project management principles tools experience confluence similar collaborative tool experience bi software e g powerbi tableau etc experience alation cataloguing tool requirements years relevant experience data governance business analytics business intelgence data engineering comparable role equivalent combination education experience years relevant experience defining implementing data governance best practices documenting data flow process mapping data steward responsible metadata management data quaty indicators etc experience working metadata cataloguing categorizing neage platform,"Ontario, Canada"
Sr. Data Analyst,robert half,descriptionour cent looking intermediate business systems analyst support data integration activities part poong program months contract start chance extension program formed create investment vehicles facitate centrazed investment private alternative assets infrastructure credit private equity etc data management team seeking inidual integrate core investment data external systems enterprise data management platform requirements years business analysis experiencedata system experience eagle pace markit edm goldensource snowflake capital market investment management data exposureproficiency sqlrequirementssqldatasystemssnowflakeedmeaglepacegoldensourcedataintegrationrobert half world first largest speciazed talent solutions firm connects highly quafied job seekers opportunities great companies offer contract temporary permanent placement solutions finance accounting technology marketing creative legal administrative customer support roles robert half puts best position succeed advocating behalf promoting employers provide access top jobs competitive compensation benefits free onne training stay top every opportunity even go questions call local office appcants applying canadian job openings must authorized work canada robert half ccking apply agreeing,"Toronto, Ontario, Canada"
Data Engineer,day ross,day ross go far day ross one canada largest transportation companies serving top brands across north america got start haung potatoes team employees drivers owner operators beeve people greatest strength treat ke family decade recognized one canada best managed companies named top company women work transportation every year since industry recognition testament family values share parent company mccain foods limited roledata engineerfl timefredericton nb data engineer formerly known etl developer responsible transforming data easilyanalyzable formats required enable conversion appcations build statistical models andanalytics data engineer play active role throughout entire engagement cycle speciazing intechnical data solutions including etl data warehousing dimensional models memory architectures master data reference management business analytics helpcollects stores processes analyzes large datasets choose optimal data solutions processes work within data team execute test etl procedures develops efficient queries retrieve appropriate datasets relational databases designs implements maintains performance reable data pipenes feed various analytics appcations structured unstructured data works alongside key stakeholders within team put data processing solutions production environment work infrastructure network cloud teams ensure platforms operating within necessary pocies controls outned organization develop api modelng within pipene helping build algorithm skills experience bachelor degree computer science another related field years development experience etl hands sequel database experience previous transportation industry experience wod considered asset abity experience working relational non relational database write sql queries extract import disparate data source systems data manipation based requirements strong working knowledge skills abity become proficient power bi snowflake oracle faw abity build optimize data pipenes datasets using etl tool informatica powercenter iics ssis talend similar technology batch real time data abity translate business res requirements data objects produce associated data models source target mappings write abstracted reusable code components accordingly abity communicate technical requirements non technical stakeholders translate functional requirements technical specifications tech savvy strong problem solving analytical skills strong analytical critical thinking skills good working knowledge agile development processes procedures apply visit careers page website dayross com day ross committed applying foregoing accordance appcable human rights legislation company review requests reasonable accommodation based protected ground case case basis accommodations granted cause day ross undue hardship pose direct threat health safety others please note successf candidate asked provide reference criminal background checks prior employment candidates selected interview contacted federally regated employer day ross fly supports principles employment equity encourages quafied members designated groups apply,"New Brunswick, Canada"
Data Engineer (Azure),tiger analytics,descriptiontiger analytics fast growing advanced analytics consting firm constants bring deep expertise data science machine learning ai trusted analytics partner mtiple fortune companies enabng generate business value data business value leadership recognized various market research firms including forrester gartner looking top notch talent continue build best global analytics consting team world looking data engineer join growing team analytics experts right candidate strong analytical skills abity combine data different sources strive efficiency agning data systems business goals requirementsbachelor degree computer science similar field years experience industryexpertise python pysparkexperience building data pipenes using azure stack years experience using apache sparkgood working experience delta lake etl processingproficiency sql queriesprior experience working unix environmentexperience harmonizing raw data consumer friendly format using azure databricksexperience extracting querying joining large data sets scaleexperience building data ingestion pipenes using azure data factory ingest structured unstructured dataexperience data wrangng advanced analytic modeng preferredexposure java plusstrong communication organizational skillsbenefitsthis position offers excellent opportunity significant career development fast growing challenging entrepreneurial environment high degree inidual responsibity,"Toronto, Ontario, Canada"
Business Intelligence Analyst,mevotech,take career next level mevotech constantly challenging status quo raising bar allowing employees make impact within company mevotech trusted north american leader engineering design drivene steering suspension aftermarket auto parts fueled innovation brands feature engineering improvements maximum durabity performance well time labor saving enhancements drive bay efficiencies increase shop revenues house engineering team always professional technician mind continuously optimizing part design durabity ease installation job summaryreporting senior manager reporting appcation analyst business intelgence work part analytics team mevotech responsible development implementation analytics solutions well troubleshooting existing solutions role also work support super users various departments part rollout self service reporting key duties responsibitiesimplement bi solutions improvements existing bi solutions using business intelgence fe cycle enhance mevotech analytics portfoo build develop modern etl process produce tested documented defined data models troubleshoot data integrity issues analytics related issues liaise departmental users translate needs requirements actioned support bi super users departments use data sets tools consider cross functional impact objectives initiatives scoping projects devering solutions quafications skills educational requirements years relevant experience sql sql server years relevant experience ssis ssas microsoft integration analysis services years relevant experience tableauexperience data warehouse analysis design knowledge data warehouse methodologies data modeng experience tier one appcations databases data warehouses erps snowflake etc good written oral communication skillsaptitude learning new technologiesexcellent analytical skills evaluate information data mtiple sources reconcile make data driven recommendationsabity keep fast paced environment confcting changing priorities deadnediversity inclusiondiversity mevotech means organization provide opportunity employ erse team people reflective communities operate accessibity accommodationsmevotech provides accessibity accommodations recruitment process shod require accommodation please let us know work meet needs,"North York, Ontario, Canada"
Data Engineer with AI &ML Analytics Platforms,arisoft,job title data engineer ai ml analytics platformslocation torontojob descriptionwe looking highly capable ai ml platform engineer optimize machine learning systems evaluating existing machine learning ml processes performing statistical analysis resolve data set problems enhancing accuracy ai software predictive automation capabities ensure success machine learning platform engineer shod demonstrate sod data science knowledge experience related ml role first class machine learning engineer someone whose expertise translates enhanced performance predictive automation software ai ml analytics platforms engineer responsibities preferredwork data science bus define solutions institutionazing data driven decision making cost effective scalable manner focus driving analytical outcomes impacting machine learning ai ecosystem experience ai cent platforms aws sagemaker focus optimizing existing systems building infrastructure eminating work automation influence appcation security architecture design across mti hybrid cloud platforms peer reviewing infrastructure code aws cloud formation python terraform similar partnering appcation infrastructure teams develop reusable cloud patterns deployment troubleshooting infrastructure code identify opportunities build self service capabities automate infrastructure appcation deployments develop tools best practices platform development developer productivity automation mlops ci cd b testing production operations design develop dever critical components frameworks services products using aws sagemaker lambda container technologies aws develop processes model monitoring governance framework successf cent model operationazation define standards engineering operational excellence running best class cent platforms continue improve cent platforms keep latest innovations assist gathering analyzing non functional requirements translating technical specifications robust scalable supportable solutions work well within overall system architecture required skills years strong python data structures oops software implementation experience years experience sql rdbms concepts years managerial experience years data engineering etlstrong ml pipene tools concepts ml project fecycle basics data science ml model conceptsabity debug optimize code automate routine tasks systematic problem solving approach coupled strong sense ownership drive abity quickly pickup understand newly released cloud services wod appropriate business appcations experience infrastructure automation tools puppet ansible cloud formation terraform working knowledge pipene automation tools jenkins code pipene adevops comparable tools experience using git source control management abity proficiently write code python node js bash shell powershell similar languages experience using docker within container orchestration platforms aws ecs eks google anthos others comfortable linux environment understanding foundational aws services vpcs ec rds auto scang groups cloudwatch logs etc depth knowledge security iam within aws including management operation security groups kms keys vpc nacls scps famiar etl big data tool chains provided hadoop emr glue spark impala similar understanding relational database systems appcations interact famiarity one log event aggregation monitoring systems splunk elasticsearch elk prometheus grafana similar,"Toronto, Ontario, Canada"
"Senior Analyst, Cyber Governance (Data Analytics)",liberty,liberty hire passionate people care right thing customers entrepreneurial creative outcome focused natural talent achievements flourish inclusive environment teamwork trust continuous learning always pursuing excellence exceed ambitions goals rewarding goal outcome achieve purposethe senior analyst cyber governance provides key role devering shared cybersecurity services throughout enterprise role focused upon sustainment improvement devery cyber services capabities including cyber pocies cyber risk reporting security training awareness cyber compance tracking reporting cyber governance focused services accountabitiesassess pocy needs collaborate stakeholders develop pocies govern cyber activities review existing proposed cyber pocies stakeholders draft staff pubsh cyber pocy monitor rigorous appcation cyber pocies principles practices devery planning management services provide pocy guidance cyber management staff users develop participate development standards providing requesting obtaining support external partners synchronize cybersecurity services develop key performance key risk indicators based upon data derived enterprise cybersecurity metrics lead assessing developing devering reports enterprise security posture compance appcable standards frameworks including nist csf nist soc type ii pci dss monitor manage pocy exception process maturing existing processes working stakeholders automating appropriate areas lead organizational outreach promotion cyber awareness campaigns including partnering pubc sector industry partners support people managers identifying planning dedicated training inidual development plans personnel providing cybersecurity services build strengthen sustain key relationships stakeholders across enterprise including information technology enterprise risk resiency regional leadership assist cyber risk owners monitoring identifying early trends based key risk indicators key performance indicators assist performance business impact assessments bia privacy impact assessments pia technical cyber requirements present education experienceat least years professional experience cybersecurity risk governance function extensive experience rsa archer equivalent e grc platform least two years strong demonstrated documentation skills least one appcable industry certifications crisc cap etc effective proficient communication presentation skills written oratory experience tracking reporting upon effective enterprise cyber kris kpisour purpose sustaining energy water fe demonstrated everything business employee team missionwe provide safe secure reable cost effective sustainable energy water solutions mission create value organization drives us every day ffill purpose visionwe better ves customers communities vision see possible aspire want achieve make animpact guides keeps us right path work towards ffilng purposes guiding principles customer centric integrity entrepreneurial teamwork owner mindset outcome focused continuous learning offercollaborative environment genuine flexible working pocyshare purchase match plana defined contribution savings planleadership development programvolunteer paid days offemployee assistance programachievement fundfree parking including free electrical charginggroup benefit planvariety health wellness programsdiscount perks programwe focused building erse inclusive workforce excited role confident meet quafication requirements encourage apply investigate opportunity equal opportunity employer value person unique background ersity experiences perspectives talents fl participation employees safe healthy respectf environment key inidual company success committed fly utizing abities employees expect employees honour commitment daily responsibities,"Oakville, Ontario, Canada"
Data Engineer,four seasons hotels resorts,four seasons hotels resorts global luxury hotel management company manage hotels resorts private residences countries around world growing four seasons powered people cture enables everything central four seasons employee experience social impact programming company commitment supporting cancer research advancement ersity inclusion equaty belonging four seasons corporate offices properties worldwide four seasons powered people cture enables everything data engineer technical expert certifications experience developing operating microsoft azure microsoft power bi platforms role includes azure data engineer power bi reporting engineer responsibities role technical lead responsible four seasons azure environment infrastructure enterprise portfoo power bi dashboards reports includes mited adl adf synapse data bricks aas cosmos db function apps logic apps etc data engineer expert understanding business unit data end end data neage across pillar business functions finance sales revenue management marketing analytics role includes supervision technical run operations team contractors steady state operations including mited chairing daily operations stand daily work prioritization performance environment monitoring issue outage triage oversight resource addressing many servicenow queues role also includes technical devery providing key four seasons source infrastructure data model kpi knowledge technical devery teams required leading bi projects projects teams requirements collection build phases promotion hyper care candidate capable working levels organization abity understand translate institutional knowledge technical solutions strong service communication problem solving skills key role based four seasons hotels resorts toronto corporate office reporting senior director data engineering role involves interactions internal executive stakeholders project sponsors technical operations development teams four seasons end user contracts product users externally role interact various four seasons partners data solution providers microsoft source data providers key activitiesdata engineering lead daily technical bi operations teams daily issue ticket triage work prioritization escalation processes maintain monitor enterprise bi production dev test environments ensure high availabity quaty including proactive performance resource managementsupervise implement hours environment maintenance outage incident resolution including communications vendor partners required proactive oversight servicenow queues aggregating tickets globally service levels opportunity improvementparticipate design implementation bi solutions including design azure data warehouse building data pipenes data modelsparticipate technical teams design build implementation best breed bi infrastructure four seasons evaluating toolset environment options ensure solutions built high availabity accuracy usabity performance ensure successf defect resolution technical business unit testing phasesdata dev ops expertise analysis leadership including incident reports root cause analysis assess alternatives lead self small teams larger teams automate implement solutions reporting engineeringprovide expert power bi skills enable four seasons create reports house enhance existing required supervise technical vendor resources power bi reporting engagements four seasons best interests coach mentor power bi skills teammates bu colleagues provide thought leadership evaluate power bi reporting issues solution options power bi evangest support director business intelgence actively promoting enterprise bi also bi self service departmental bi models enable fs reporting flexibity enabng business unit audience achieve bi user supportprovide depth understanding four seasons institutional knowledge business units bi needs reporting functionaty respond user questions regarding enterprise bi dashboards reports data process coach consting bu colleagues vendors ticket triage solutions conduct facitate meetings solve day day issues enterprise data vendor relationshipsengage vendors lead new source requirements formats four seasons ingestion reporting useliase vendors required issue technical functional support liase vendors stay current changes releases environment considerations appropriate bi documentationdevelop dever business intelgence process models specifications diagrams data flow documentation maintain secure deployment guides architecture integration diagrams ensure support materials kept date desired skillsexcellent analytical mathematical creative problem solving skills excellent stening interpersonal written oral communication skills logical efficient keen attention detail self motivated directed abity effectively prioritize execute tasks pressure able exercise independent judgement take action strong customer service orientation experience working team oriented collaborative environment abity lead technical teams outage technical roadblock situations abity prioritize competing requests resource abity translate business needs data requirements priorities abity devise apply logical steps troubleshoot issues test new development abity engage role mtiple angles trainer helpdesk support person tester analyst process oriented capabity skills proven experience providing excellent customer service internal system users demonstrated time task project management skills including planning organizing managing resources abity work several un related projects concurrently technical skillsdata engineering microsoft azure environment toolsets adla adf synapse data bricks aas cosmos db functionapps logic apps etc microsoft power bi devery supportmicrosoft power suite devery supportstrong sql query skillsstrong history python csharp scala javadata process improvementworking large data setsconfluence jira testrailhelpdesk tools methodsmicrosoft visiomicrosoft office suite strong excelexperience education professional quaficationsuniversity higher degree engineering mathematics information systems computer science technologycompletion azure fundamentals azure data engineer certificationscompletion azure ai fundamentals azure ai engineer certifications years data engineering visuazation analytics experience azure environments power bi similar platforms years experience ai ml projects implementations considered assetminimum year experience azure databricks delta lake azure data lake synapse analytics azure data factory function apps analysis services power bigood understanding basic concepts data warehousingall internal appcations must submitted approved workday october role hybrid working model require days per week four seasons corporate office located lese street toronto ontariofour seasons committed providing employment accommodation accordance ontario human rights code accessibity ontarians disabities act contacted employment opportunity please advise human resources require accommodation,"Toronto, Ontario, Canada"
Marketing Data Analyst,xero,xero beautif easy use platform helps small businesses accounting bookkeeping advisors grow thrive xero purpose make fe better people small business advisors communities around world purpose sits centre everything support people best work ves help small businesses succeed better tools information connections succeed make difference milons small businesses making difference world beautif place make impactas marketing data analyst digital data analytics team responsible devering high quaty data analysis insights frameworks enable fast decision making strategic design digital data analytics team responsible empowering xero dever successf digital customer marketing outcomes actionable insights enable customer marketing product teams key information understand current trends customer landscape inform motivate customer behaviour shape customer marketing strategy dowork closely wider marketing customer stakeholders identify prioritize analytics requirements focus maximizing commercial insight business performancedevelop robust analysis guide vadate marketing digital product teams plansuse sql source data many different databasesprovide audience sts marketing campaignswork large datasets gain exposure modern cloud based data platformsinterpret insights apply business context answer key business questionsidentify data quaty issues work xero digital data team resolve themdevelop pubsh analysis reports dashboardsinvestigate known reported problem areas areas improvementmeasure benchmark analyze performance xero digital experiences across mtiple platforms channelsdevelop campaign analytics frameworks present complex analysis stakeholders simple compelng wayenable teams key information understand current marketing customer landscape inform motivate customer behavior shape strategydevelop marketing roi models success looks kedata able used create decision making systems help xero proactively manage customer experience marketing growth improve conversion rate throughout journeymarketing customer digital teams leadership leverage learnings data insights make better fact based business decisions itbuild data driven customer solutions ranging models findings changes actions creates measurable improved customer value well revenue impactprogram recommendations decisions supported robust data analysis bring technical skillsstrong data teracy skills earned mixture experience dataabity tackle unfamiar domains work complex erse datasetsadvanced knowledge sql data extraction manipation analysisexperience python wod benefit experience statistical analysis extensive experience building predictive models proficiency google analytics mixpanel big query plusexperience building customer segmentation models experience building digital campaign analytics frameworks abity estabsh measurement reporting frameworksexperience devering analytics form visuazations interactive dashboards using tableau microstrategy abity break complex data dever meaningf actionable insights stakeholders clear digestible way bring soft skillsyou eager understand business context help inform approach analytical activities solve customer problems alongside stakeholdersexceptional communication skills including abity prepare clear professional reportscustomer centric mindset proven abity recommend opportunities drive greater advocacyabity collaborate cross functional project team xero xero empowered bring whole self work collaborative inclusive cture one immensely proud know erse workforce strength enables businesses including better understand serve customers attract top talent innovate care learning together celebrate teams continuous improvement career development want read inclusivity xero learn ttle offer great remuneration package including compelng benefits perks ke xero shares great parental leave pocies also support flexible working arrangements allow balance work fe passions canadian xero family includes hubdoc taxcycle offices toronto calgary vancouver moment step doors feel welcome supported best work fe xero embrace ersity inclusion value challenge mindset research shown women underrepresented groups less kely apply jobs unless meet every single competency experience excited role past experience agn perfectly encourage apply anyway cod right person role xero support access requirements encourage advise us time appcation throughout interview process,"Toronto, Ontario, Canada"
"Business Data Analyst, Finance",brp,business data analyst brp support transformation company devering insights reporting visibity finance team supporting internal cents business data analysts responsible working business finance leaders identify reporting analytical requirements convert insightf reports dashboards also called developing business requirement documents well technical functional specifications love wrangng business data dever insights love digging business processes becoming expert data domains support want work creative freedom shape growing next gen data platform fast paced environment blast us key responsibitiesdesign build dever maintain world class models reporting finance business domain using excel power biremediate current premise reporting solutions order leverage best class cloud capabitiesdevelop depth understanding various finance processes support building process documentation provide automation recommendationsparticipate business executive meetings gather requirements make recommendations around reporting bi solutionsconvert conceptual customer requirements functional requirements clear manner comprehensible developers projects teamsuse knowledge specific data products available visuazation capabities enhance requirements provide insightf suggestions finance stakeholdersprioritize work team ensure forward looking roadmap features devered data products finance team tasked withyour quafications skillsbachelor degree quantitative discipne mathematics statistics computer science economics finance years business data analyst experience preferably finance working knowledge bi data warehouse concepts terminologyvery strong excel skills including advanced formas macrosstrong sql teracy understanding database structuresexperience building reports power bi tableau qk bobj similar platformsproven experience business technical requirements analysis modeng verification methodology developmentself motivated able work independentlycapable prioritizing mtiple projects still achieving deadnesexcellent written oral communication skills abity connect dots tell stories using data detail oriented passionate quaty enthusiastic new technologywelcome brpwe world leader recreational vehicles boats creating innovative ways move snow water asphalt dirt even air headquartered canadian town valcourt quebec company rooted spirit ingenuity intense customer focus today operate manufacturing facities canada united states mexico finland austraa austria workforce almost spirited people driven deeply held beef work fe destination journey,Greater Montreal Metropolitan Area
Data Engineer,quantiphi,responsibities develop high level solution architectures work offshore team big data engineers anddecision science analysts build test assess models predict optimize business outcomesbased cent success criteria create sophisticated yet simple interpretations communicate insights cents lead toquantifiable business impact build relationships cents understanding stated importantly latent needs work closely offshore devery managers ensure seamless communication devery explore ways enhance data quaty reabitythe ideal candidate shod hands experience sql technical expertise data warehousing data ingestion etl processes experience big data correlation analysis sound knowledge aws services ke rds athena redshift cloudwatch sns professional experience working bi tools preferably tableauwhat opportunity work erse vely proactive group nerds constantly raising thebar art translating mounds data tangible business value cents experience working category defining high growth start transformational decisionscience big data space chance create something new put fingerprints future rapidly growing business,"Ontario, Canada"
Data Analyst,iaa canada,iaa inc leading provider loss recovery services insurance industry canada opening data analyst corporate office mississauga iaa canada leading onne salvage vehicle auction company auction facities across british columbia alberta ontario quebec atlantic canada iaa national service offering allows sellers standardize processes across country provides buyers canada extensive selection salvage vehicles iaa nyse iaa nearly talented employees facities throughout us canada united kingdom position responsible working business stakeholders develop management information systems following implementation new systems role engage variety stakeholders directly capture insights details success role es within abity understand stakeholder requirements fashion solutions dever upon requirements abity build sound understanding industry business processes along abity build relationships stakeholders key job duties responsibitiesbuild reports operational teams using microsoft report builder bi similar reporting tool interpreting guiding operations management requirementswork closely executive team provide decision critical information reports tender data analysis evaluations margins pricing purposesprovide financial analysis focus price dynamics within company businessperform research industry statistics competition trends affect industryprepare summaries operational reports help generate monitor sales forecastsperform activity center gravity analysis guide location decisions help evaluate transport vendor usage performancedevelop financial reports forecasting trending rests analysismanage diffict analytical projects mited supervision educationdegree level education financial discipne accountancy quaficationseveral years years experience gained analyst role financial environmentjob requirementsadvanced level ms office skills experience microsoft report builder sql similar reporting tool experience strong bent backgroundstrong analytical statistical administrative skillspersonable team player able engage work persuade members discipnesexcellent communication skills written oral required must able communicate everyone end users technical team members managementexcellent organization time management skills requiredstrong troubleshooting problem solving skillspatience desire dever excellent customer service business organizationexcellent communications skillslimited travel required sites years age olderminimal travel return excellent skills abities offer competitive wage health dental benefits rrsp company matching opportunity career growth please note employment offers contingent upon successf completion passing background check,"Mississauga, Ontario, Canada"
Business Data Analyst,ama alberta motor association,never met problem solveposted closing filledlocation edmonton south hybrid word problem even vocabary prefer think challenge waiting work analytical magic fact one cents describes challenging situation brain already turning query love idea transforming data critical information knowledge burning desire seek innovative new technologies used make sound business decisions looking business data analyst knack data abity shape project start finish someone work subject matter experts well business operational leaders order determine requirements define key performance indicators develop insights solutions business problems moves youfinding simple solutions compcated problems explaining others comes naturally breathing see data table see story waiting told know query tell curiosity kicks high gear talking cents end users fly understand business problem trying solve handle even tightest deadnes cool head clear vision always passionate data technology help solve business problems love share thoughts ideas two heads always better one born organizer stickler details allows juggle mtiple tasks effortlessly somehow always manage stay ahead things ke doreport manager business analysis collaborate senior analysts initiatives facitating transformation data analytics supporting presentation findings levels ama leadership perform analysis wide range requests using data various platforms support business operations providing advice stemming data process analysis taken internal external sources facitate transformation data critical knowledge insights used make sound business decisions create present concise audience appropriate actionable communications characterized strategic insight provide input development performance metrics reporting formats dashboards maintain accurate timely devery production deverables maintain verify data within required quaty standards doneyou degree computer science information systems business management something similar experience agile scrum even better least three years data analysis related technical experience belt along significant database querying sql data analysis visuazation experience speciazed training certification equivalent work experience tell us relevant career business data analyst getcompetitive salary flexible benefits outstanding employer paid defined pension plan great ama discounts unmited learning opportunities paid vacation floater day free parking available rotational work home options friendly smiles levels organization thank appcants interest however selected interview contacted,"Edmonton, Alberta, Canada"
SEO Data Analyst,labeum,looking new talents join montreal team labeum digital performance agency driving business growth data driven strategies labeum currently operating countries since labeum supporting hundreds local international companies develop secure leading position respective markets cents trust us design implement innovative data driven cost efficient digital strategies ensure winning e commerce e retail programs google facebook amazon premium partners always seeking best strategy cents amongst labeum customers count leading companies lvmh l al david tea lexmark rudsak dior asmodee la cord e looking labeum seo team continues expand search rock star analyst join team seo analyst responsibities include automating gathering seo insights creating data visuazation solutions cents analyzing identifying gaps website content developing robust competitor analysis frameworks analyzing backnk profiles providing insights content creation also contribute lead development larger data service offerings providing deep insights market industry category opportunities within search landscape successf seo analyst member seo team labeum must demonstrate passion search technology data contributing success brands service proactive solution oriented key requirement role seo analyst responsibities support seo cro account managers providing data analysis data visuazation solutions conducting keyword research using dedicated software generating new keyword ideas developing keyword insights templates frameworks able enhance current dashboards reporting structures automating streamning gathering data contribute seo success monitoring website traffic search rests developing strategies contributing content creation providing competitive keyword level insights keeping date new trends best seo practices seo analyst requirements ba bsc marketing data science similar basic understanding seo html javascript experience ruby python experience plus excel g sheet advanced skills previous experience similar role wod advantageous excellent written verbal analytical skills experience google analytics adobe analytics adverity experience google data studio tableau dashboarding solutions great customer service interpersonal skills abity follow specifications abity work pressure choose labeliumcompetitive salary generous paid time package group insurance coverage virtual employee support services iniduazed curate learning programs pro bono opportunities philanthropy program supportive collaborative work environment equal opportunity employer celebrate ersity committed creating inclusive environment employees,"Montreal, Quebec, Canada"
