title,company,description,location
Data Analyst,smartsense digi,join high performing tight knit team fast growing company using internet things iot transform organizations sense monitor make decisions founded mit smartsense trusted organizations including walmart spacex apple cvs health coca cola us state department help make sensor driven decisions solution customers rely every day make mission critical decisions looking team oriented change agents help shape future iot members data team passionate data products engineering data flows storage enabng predictive analytics inspired data products data services building devering tools infrastructure frameworks enable insights business increasing value data customers good stewards data contribute aspects related handng data whether monitoring data flows field sensors pii reflecting internal processes supply chain data analyst role involved cleaning analyzing interpreting displaying data using different approaches business intelgence tools assist enterprise devering reports dashboards allow effective monitoring environments sensed sensors networks deployed iot context challenges erse potential solutions freedom explore approaches meeting challenges coupled responsibity devering effective products become go team member people inside outside data services team looking access interpret various data feeds sensors systems produce interested someone technical skills access manipate data combined curiosity understand data interpret capped abity communicate enhance contextual data models communication education data products across enterprise member rapidly growing team opportunity perform across range analytic roles constantly challenged extend skills solutions data services team able provide location mishawaka hybrid remote prefer eastern time zone core technologies python r sql postgres git awseducation ba degree technical quantitative field statistics mathematics preferred core quafications experience analyzing time series data strong coding skills famiarity data access abity work independently part larger team proven abity solve problems learn quickly candidates shod strong technical depth least one data science area big data infrastructure software implementation etl algorithms machine learning data visuazation bring eagerness learn areas background statistics mathematics within month lllearn various sensors environments critical customers successlearn scripts tools currently transform raw data internal customer reportsbuild relationships awesome team members across functional groupswithin months llfacitate enhancement visuazations analytics products working closely internal external consumers understand use productsuncovering key insights lead better informed successf decision makingbecome go contributor internal external requests new extended appcations reporting functionsbecome internal expert interpretation key data whether collected sensors instrumentation hardware software infrastructurecontribute definition new metrics data narratives support prescriptive analyticswithin months lltransform raw data meaningf statistics information explanationstake ownership defining implementing devering metrics aggregations statistics ffilng predictive analytic use casesmodel classify outputs interpret state monitored systems environments customersperform integrated planning business functions improve infrastructure operational performance analytics productsdemonstrated key collaborator supporting data science objectiveswithin months llevaluate new technologies build proof concept systems enhance analytic team abities productsextend skill set across range data analytic areas contributing across wide range projectstrain mentor influence peers across departmentscontribute developing brand world class data services team able consistently dever data products exceed expectationssmartsense digi proud equal opportunity workplace dedicated pursuing hiring erse workforce women minorities encouraged apply digi international offers distinctive total rewards package including new hire stock award paid parental leave open uncapped pto hybrid work environment addition competitive medical health wellbeing compensation offerings,"Mishawaka, IN"
Data Analyst,insight global,overview minimum years quantitative data analytics role emphasis data preparation deep e data analysis business facing presentation experience working databases sql least one programming language python along statistical mathematical algorithms help build models strong communication skills bachelor degree computer science information systems mathematics economics advanced analytics related fields well equivalent work experience previous experience mentoring leading data scientists analysts nice previous work experience heathcare industry day day cent burbank looking senior data analyst join advanced analytics team agile role lead effort translating data actionable insights yields business value working closely business stakeholders answer business questions preparing modeng data perform analyses objective understanding data helping drive decisions person expected develop advanced reports dashboards support self service analytics across business units work closely data engineers data scientists build data sets used create predictive models mentor junior analysts hypothesis creation vadation using statistical mathematical algorithms person shod previous experience analysis understanding data maximize revenue cost expenses worked supply chain ecommerce growth marketing analyst finance fpna pure analysis opposed data wrangng business intelgence,"Burbank, CA"
Data Analyst,omron automation,work omron omron global leader field automation bilon global technology company celebrating years success omron business fields cover broad spectrum ranging industrial automation electronic components social systems healthcare omron management center america inc regional headquarters omron americas omron automation looking energetic focused data analyst position remote hoffman estates il position responsible collecting organizing sharing data sales marketing product supply chain position data analytics data science statistical reporting sales marketing teams candidate bring technical expertise ensure quaty accuracy data design reports visuazation tools present information ways help staff leaders organization make better decisions commitment employees training career development program give employees learning path necessary tools resources need help build career omron great financial opportunities competitive compensation immediate k match vesting profit sharing blue cross blue shield medical dental vision prescription drug benefits community awareness includes activities local non profit organizations matching gift program work life balance flexible work arrangements flexible work hours sick vacation hoday pay wellness activities walking contests nutritional learning sessions site flu shots health screenings responsibilities interpret data analyze rests using statistical techniques support sales marketing business operations develop implement databases data collection systems data analytics strategies optimize statistical efficiency quaty acquire data mtiple sources maintain databases data systems identify analyze interpret trends patterns complex data sets work management prioritize business information needs develop automated ad hoc reports cognos power bi leverage mine data mtiple data sources gain market intelgence evaluate sales opportunities collect requirements design reports custom analytic tools meet business objectives participate discussions business stakeholders speciasts understand complexities data prioritize projects requirements bs mathematics economics computer science information management statistics years experience data analyst supporting sales distributor activities business marketing required industrial automation industry experience highly preferred excellent computer skills required ms office experience must especially excel powerpoint word cognos power bi jd edwards oracle crm salesforce com experience preferred required technical expertise regarding data models database design development data mining segmentation techniques strong knowledge experience databases sql etc programming r language shiny xml javascript etl frameworks knowledge statistics experience using statistical packages analyzing datasets excel spss sas etc meet every single requirement studies shown women people color less kely apply jobs unless meet every single quafication omron dedicated building erse inclusive authentic workplace excited role past experience agn perfectly every quafication job description encourage apply anyways may right candidate roles omron equal opportunity employer provide equal employment opportunities eeo employees appcants employment without regard race color region sex national origin age disabity genetics addition federal law requirements comply appcable state local laws governing nondiscrimination employment every location company facities pocy appes terms conditions employment including recruiting hiring placement promotion termination layoff recall transfer leaves absence compensation training,"Hoffman Estates, IL"
Data Analyst,brooksource,junior data analystmorris plains nj hybrid remote must commute office x week month cthas jr data analyst analyze data promote product sales growth alongside fast expanding medical product analytics team fortune company manipate data surrounding pharmaceutical product designed help reduce costs cents increase value health safety patients responsible data cleansing massive datasets teradata database utizing sql great opportunity mentored trained new technologies agile environment minimum quafications bachelor degree statistics informatics computer science mathematics related field sod understanding hands experience sql proven abity tell data story visuazation tools specifically tableau data presentation experience classroom internship projects passion healthcare analytics responsibities write sql extract manipate format data teradata platform analyze pharmaceutical product data visuaze analysis within tableau dashboards pl data sten needs product owners support value sale products overall growth company paired senior technology leaders learn environment trained new technologies opportunity start career fortune healthcare company trained mentored senior technologists attend networking events senior leadership weekly paychecks,"Morris Plains, NJ"
Data Analyst,russell tobin,track social media campaign performance across mtiple abc brands social media platforms prepare reports translate content performance actionable insights inform optimize future marketing efforts quafications experience tracking owned paid competitive performance using leading social measurement tools e g listenfirst shareablee sprinklr native analytics offerings e g meta business suite twitter analytics youtube studio proficiency excel powerpoint ms office appcations company requires site workers fly vaccinated absent legally required exemption approved vendor exceptions vendor vaccine requirement apply states laws concerning employer vaccine mandates vendor must ensure unvaccinated workers follow appcable safety protocols site specifically workers verified fly vaccinated vendor responsibity ensure times performing services site location property iniduals minimum wear disposable face mask certified astm international astm level higher rating changed every day iniduals regarly work within three feet others vendor must also implement secondary mitigation measure face shield safety glasses please note workers may remove face mask worker alone office door shut worker six feet distance others actively eating drinking additional safety protocols may required determined sole discretion company affiates requested vendor must inform contact safety protocols vendor implemented workers site location property basic quafications please note research analytics function marketing creative one prior experience social media analytics reporting required preferred quafications quafications experience tracking owned paid competitive performance using leading social measurement tools e g listenfirst shareablee sprinklr native analytics offerings e g meta business suite twitter analytics youtube studio proficiency excel powerpoint ms office appcations required education ba bs degree,"Burbank, CA"
Data Analyst,foodmatch,company descriptionfoodmatch producer importer mediterranean specialty foods focus oves antipasti ingredients founded foodmatch producer importer mediterranean specialty foods distinct expertise traditionally responsibly crafted oves antipasti spreads sauces ingredients foodmatch plays integral role ensuring quaty products foodmatch difference begins fields groves vertically integrated partners ensure step along production chain completed meticous standards irrigation pruning harvesting sorting stuffing hand expertly curing preserving ensure ingredient devers natural flavor color texture simply put detail spared hands growers create great tasting responsibly produced authentic foods nurture community enhance quaty fe job descriptionsummarythe ideal data analyst work director business intelgence create implement companywide reporting drive company growth operational optimization using internal external data available goal business intelgence team identify opportunities improvement spot trends recognize potential issues offer solutions work aimed towards improving efficiency increasing productivity driving profits business user friendly consumable reports created business intelgence team utized departments throughout company optimize sales opportunities stabize inventory turnover reduce financial abities essential functionsprovide accurate insightf reporting sales analysis departments within company determined bi team objectivescoordinate crm zen communication sales purchasing provide projection direction item customermaintain current sales reporting provide actionable information crmrun monthly quarterly customer driven sales reportsprovide regar sales reports sales team provide actionable feedback reportsidentify track fluctuations sales ordersmaintain key customer item trackingassist bi projects necessarycreate update companywide item heatmapnew item trackinglabel inventory trackingat risk inventorycomplete related duties assigned quaficationsbachelor degree data analytics business finance related field preferred years analyst related experiencecrm experience order toong skills navision preferredexperience food industry knowledge foodmatch product ne preferred requiredkey skillsstrong mathematical analytical excel skills help collect measure organize analyze dataknowledge create apply accurate algorithms datasets order find solutionsproblem solving skillsaccuracy attention detailexcellent communication analytical skills written verbaladditional informationlocation travel requirementsthis role requires minimal travel hybrid schede office monday tuesday thursday remote wednesday friday covid safety protocolsall foodmatch employees required fly vaccinated employees must show proof fl vaccination time hire applyinterested candidates shod submit resume cover letter salary requirements phone calls recruiters pleasefoodmatch offers comprehensive benefits package competitive compensation based experience equal opportunity employer value ersity employment decisions made basis quafications merit business need information kept confidential according eeo guidenes,"New York, United States"
Data Analyst,planet pharma,job descriptionthis position involves close collaboration process engineers create manage databases reportscompile data campaign tech reportscreate charts figures meetingswrite protocols msat studiesprovide assessment system change notificationsrequirementsbachelor degree years work experienceproficiency excelstrong data entry skillsabity work independently team environmentthe planet group companies equal opportunity employer celebrate ersity committed creating inclusive environment employees compensation within range commensurate level experience,"Novato, CA"
Data Analyst,quten research institute,data analystthe data analyst handle task budgeting reporting assisting overall growth organization responsibities include mited support assist annual budget quarterly forecast process provide analysis financial support agns company objectives department heads conduct monthly budget vs actual analysis develop produce track key metrics financial indicators responsibitiesprovide general administrative support demo operations manager ceo develop distribute employee reports needed weekly monthly basis provide analysis financial support agns company objectives department heads manage special projects tasks requested requirementsbachelor degree equivalent education experience required years experience analytical rolegeneral knowledge accounting financeheavy excel financial modengexperience developing financial metricsstrong attention detail abity solve problems abity mti task prioritize balance mtiple projects one time tight deadnes must show discretion highly confidential setting wilngness flexible tasks assignments pitching needed meet needs business benefits offer competitive base salary comprehensive benefits package choice health plans includes medical dental vision k investment package along paid time company equal opportunity employer discriminate basis race region color national origin age sex gender gender identity gender expression genetic information disabity characteristic protected law location miami fl hybrid,"Miami, FL"
Data Analyst,standard motor products,job purpose smp opportunity experienced inidual join smp data team role product data analyst looking driven data analyst manager aide assist building maintaining data gathering data export processes position requires highly motivated inidual excellent communication skills manage mtiple projects thrive team environment essential job responsibilities duties tasks responsibities include devering load sheets customers data providersbuilding automated processes ms access sql gather export load sheet templates new numbersensuring data integrity accuracy maintaining current data proceduresassisting special projects required knowledge skills abilities experience education excellent written verbal communication skills expcit attention detail aspects work abity work mtiple projects independently part team proficiency structured query language within ms access sql server strong analytical problem solving skills depth understanding modern database information technologies preferred knowledge skills abilities experience education bachelor degree related experience training desire years work experience data management particar knowledge manufacturing automotive industry medium heavy duty farm industrial motorcycle power sports knowledge plus experience automotive replacement parts aftermarket oe retail wholesale environment,"Queens, NY"
Data Analyst,consting,communications data analystlocation los angeles pittsburgh boston washington dc hybrid onsite days per weekposition summary exciting opportunity seasoned communications data analyst help team gauge effectiveness outreach activities audience engagement including web social media outlets research pubshing activities media relations congressional relations profile raising efforts working within office external affairs oea position play critical role developing tracking reporting key performance indicators kpis outreach dimensions oea responsible using discretion independent judgement successf candidate responsible implementing advanced digital analytics analysis translating business goals solutions lead measurable improvements uptake research among key audiences doingdevelop kpis effectively track measure success departmental goals outreach campaigns synthesizing input mtiple sources including managers researchers development teams functional group memberslead development metrics dashboards pl data mtiple sourcesanalyze user behavior visitor experience provide detailed analysis oea leadership recommendations improvementsdevelop strategic tactical recommendations page design organization content placement search optimization analysis website use patterns performanceanalyze team performance defined kpis peer organizations benchmarkingcoordinate content analytics tags webpages ensure accuracy reporting rests abity drill site usage across dimensionssupport digital outreach innovation initiatives design execution analysis mtivariate b testing scenarios content presentationwork closely information services team ensure data accuracy toolsets meet industry standards requirements years experience working standard digital analysis tools adobe analytics google analytics chartbeat webtrends compete social media tracking etc demonstrated experience gathering defining requirements system data integrationproven experience b testing seo search engine optimization strategiesexperience tableau power bipreferred famiarity sql handng large datasetsfamiarity r python statistical programming,Los Angeles Metropolitan Area
Data Analyst,insight global,job description cent insight global looking bring cross bore coordinator inidual joining cross bore program construction risk management department cross bore program accountable ensuring execution construction operations cross bore prevention inspection remediation program responsibities input analyze data collected contractors performing sewage camera verification worktrack report project status impingements identifieddevelop cross functional communication asset protection construction operations contractors dimp etc maintains project tracking ensure projects managed budget schede standardsdevelops maintains documents reporting project spend statusreview contractor invoicesassemble project documents inspection packagesreviews approves contractor submittals including data status logs sketches photos video ensure compance sowmaintains project tracking ensure projects managed budget schede standards develops maintains documents reporting project spend status provides program metrics cross bore program manager reporting business unit owners upper managementdocuments new processes standards new enhanced initiatives introduced meets maintains working relationships city county municipal representatives necessary driving rests ensures project team tasks responsibities met fl engagement deverables understands sewer inspection scope work holds contractor accountable contract items develops maintains lessons learned documents trend analysis requirements ba bs data analytics finance accounting engineering related field years data analytics internships count ms suite proficiency word excel powerpoint outlook advanced excel large spreadsheets management manipations vlookups pivottables analytical mindset abity recognize tasks rank order urgency prioritize timeoverall good business acumen abity communicate effectively abity work independently problem solveskills abity estabsh maintain effective working relationships communicate levels organization plusses knowledge experience cross bore impingement discovery remediation program administrationdata analytics certification construction operations experience gas distributionengineering construction natural gas distribution systems experience,"Atlanta, GA"
Data Analyst,tradeweb,nan,"New York, NY"
Data Analyst,synergis,data analyst month contract permatlanta ga hybrid onsite remote days per week office synergis cent engaged us search data analyst augment expanding team selected candidate support data initiatives business provide cent data analysis support job focus gaining quantitative insights discovery issues may exist problem spaces allowing better solutions outcomes person work closely management department leads identify key measures performance ensure proper reporting place ensure data quaty remote position ideal candidate atlanta area data analyst background scopedevelop test proof operational reports team working closely management department leads identify key measures productivity quaty pl data provide analysis build reports make recommendations data sayingapply analytics identify trends patterns provide insight root cause system failures process breakdowns well identify areas possible improvementsystemize reporting reduce manual effort involved developing reports running queries pushing data stakeholders work closely management department leads identify cost savings opportunities well inefficient processes assist manager business operations technology new cent implementations existing cent requests enhancements system support projects data analyst requirementsba bs field years prior data business analysis experience data reporting analyststrong sql experience musttableau experience business analytics tool experience requiredstrong analytical skills interest abity understand use data analytics processesabity draw conclusions raw dataabity create information raw datapassion connecting dots data bottom ne abity analyze problems provide recommendationsabity dever rests minimum supervision data analyst preferredexperience big query preferred requiredexposure working product managementplease contact christy cifreo synergishr com synergissynergis serves myriad cents across nearly industries start ups fortune companies outcomes relationships demonstrated growing st cents industry recognition inc magazine atlanta business chronicle foundation synergis successfly recruiting placing professionals areas information technology information synergis please visit company website www synergishr com hourly pay range position hr dependent factors including mited cent requirements experience statutory considerations location benefits available fl time employees medical dental vision disabity fe insurance k commuter benefits note disclosure required equal pay equal work act co nyc pay transparencylaw sb wa,Atlanta Metropolitan Area
Junior Data Analyst,infosys,nan,"Hartford, CT"
Data Analyst,carputty,nan,Atlanta Metropolitan Area
Data Analyst,fintech,join fintech data analyst fintech leading business solutions provider beverage alcohol industry empowering alcohol suppers distributors retailers smart solutions simpfy beverage alcohol management unique thriving company cture promotes collaboration growth every level comprehensive employee benefits earned fintech title tampa bay times top workplaces data analyst responsible transforming data insights drive business value fintech cents understanding business challenges translating technical requirements leveraging data analysis tools techniques develop business solutions clearly communicate rests job category fl time hybrid remoteessential functions translate business questions specific data reporting requirementsdesign develop business analyses reporting answers key business questionsanalyze data uncover key insights create visuazations craft coherent story present findingsdefine data engineering requirements support data analytics business use casesdefine acceptance criteria clear testablereview data engineering outputs ensure meet business needsabity read write sql querieswork side side data engineers dever high quaty productstake initiative learn new things grow rapidly constant exposure innovative ideas concepts patterns well abity share findings effectivelyquafications key competencies bachelor degree equivalent experience years recent experience business intelgence analyst data analyst role years recent experience sql programmingstrong knowledge data analysis visuazation tools required power bi preferredstrong excel power point skills preferredabity work independently internal stakeholders meet data needs business translating business needs data analytical requirementsabity dever rests analyses clear effective manner levels technical expertiseexcellent written verbal presentation communication skillsproactive work style creative problem solver handle mtiple projects demonstrating strong work ethicexcellent attention detail quaty follow commitment continuous improvement emination performance variabitydemonstrated abity adapt rapidly changing requirements flexible creative approach brainstorming troubleshooting problem solvingabity analyze data across factors time periods identify report trends patternsour benefits unparalleled employer matched k employee salary medical insurance options generous employer hsa contributions company paid dental insurance option employee company paid vision insurance employee company paid long short term disabitycompany paid life ad insuranceemployee recognition program pto yearbusiness casual dress codeon site workout facity tampaon site campus cafeteria tampa check www fintech com infosource ai information e verify fintech equal opportunity employer discriminate basis actual perceived race color creed region national origin ancestry citizenship status age sex gender including pregnancy childbirth pregnancy related conditions gender identity expression including transgender status sexual orientation marital status mitary service veteran status physical mental disabity genetic information characteristic protected appcable federal state local laws ordinances fintech management team dedicated pocy respect recruitment hiring placement promotion transfer training compensation benefits employee activities access facities programs general treatment employment fintech drug free workplace,Greater Tampa Bay Area
Data Analyst,crescent solutions,please call email updated resumeabelm crescentsolutions net local candidates relocation offered role please apply currently local within commuting distance irvine area job description dynamic fast growing company committed inspiring healthy vibrant ves data analyst data lead adhere best practice structures managing data across mtiple platforms solutions inidual working closely stakeholders working closely solutions providers executing requirements related data inidual data expert critical enterprise domain systems maintain improve data integrity consumption data trust transparency inidual act subject matter expert data matters work resolve data issues partnership cross functional teams hands technical role demands knowledge data analysis business processes agile development methodologies along strong analytical skill inidual design implement future data logic processes moving forward working department leads solutions providers responsibities work closely business partners understand business processes requirements gaps conduct data profing onboarding new data estabsh basene kpis collaborate development teams business analysts planning prioritization design development deployment new projects system enhancements document agn cross functional teams key decisions impact process business operations responsible understanding business requirements creating documentation sop brd process flows data matrix business cases gap analysis inidual must able present findings functional technical teams responsible metadata management data inclusive data definitions data catalog data neage documentation data matrix flow critical processes design implement monitor ongoing data certification along data fecycle ensure data readiness future bi ml consumption execute maintain data quaty index data health scorecard report state data health conduct data discovery forensics issues resolution tomaintain depth understanding business functions processes relationships relates datapreferred requirements years related progressive experience data analytics data quaty management data governanceexpert analytic skill data forensics analysis identify data patterns root causes data issuesproficient enterprise source systems systems consume core reference data including erp crm data warehouse bi ms dynamics experience huge plusproficient developing maintaining data dictionary data catalog business glossarystrong knowledge core data initiatives mdm core data management strategies best practicesexpert skills various analytics query bi tools sql workbench tableau power biexcellent problem solving skills involving complex ambiguous issuesproficient agile methodology abity organize manage projects independently,"Irvine, CA"
Data Analyst/ $100M Valuation/ Hybrid,storm,nan,Atlanta Metropolitan Area
Data Analyst,addison group,assists director modeng reporting partner business units understand operations develop reports includes membership marketing fundraising designs develops reports using power bi tools necessary develops ad hoc analysis custom sql querieshas strong understanding data structure build innovative reporting productsensures design data quaty reports prior releasing production documents business operations requirements assumptions made creating reports dashboards provides training staff operation report explanation elements presented maintains existing powerbi environment including monitoring scheded reports troubleshooting reports building enhancements requested customers,"Washington, DC"
Data Analyst - Weekly Hybrid Remote/Onsite Schedule,systemtec,data analyst direct hire weekly hybrid remote onsite columbia sc systemtec assisting cent filng direct hire fte position columbia sc data analyst position join enterprise data warehouse team us citizens third parties sponsorships time virtual work home days onsite week columbia responsibities data analyst serve member data warehouse team provide technical data analysis etl current new implementations analyze data using statistical techniques gather data primary secondary sourcesmaintain sql server database datahub use sap designer etl processesrequirements data analyst years etl experience years ms sql experiencecompensation benefits great opportunity candidates looking next home great company cture competitive benefits package skip appcation process contact recruiter today x,"Columbia, South Carolina Metropolitan Area"
Data Analyst (Hybrid),talentwell,data analyst hybrid cent national company operations years speciazing marine energy commercial industries location houston txreports title director ecommerceflsa status exemptjob type hybrid job summary member digital marketing strategy team project analyst play crucial role identifying improving developing technology solutions role project analyst work colleagues leverage proven knowledge building successf digital platforms superior customer experiences increase revenue promote brand awareness enable effective cross selng opportunities essential duties responsibities support execution digital transformation strategy services kds business unit bu subsidiariesassist management overall day day operations b b c self service platform e commerce functionaty support business goals revenue objectives kds ensuring site functionaty reabity scalabity securitycollaborate closely business unit leadership cross functional departments well third parties ensure successf implementation kds broader customer engagement platform cep partner closely digital marketing leader leveraging kds oem brands cep support bu search engine optimization tools seo drive website traffic conversion search engine marketing tools sem effective social media promotions campaignsensure e commerce sites enabled accurate compelng content including product descriptions images pricing inventory availabityuse leading ux discipnes continually enhance customer omnichannel experience reflexively across mtiple channels technologies mobile desktop retail branchesquafications knowledge skill bs ba degree equivalent experience years proficiency business appcations data usage management abity aison nes business technical development teams working wide range stakeholders collaborating team knowledge salesforce commerce sales marketing cloud platforms preferred,"Houston, TX"
Data Analyst,business plan solutions llc,bachelor degree computer information sciencestrong background large scale shared data environments preferable candidate wod experience water wastewater space include water assets gis workorder asset managementexcellent technical abities strong communication skills strong project management organizational skillsrelevant technical skills knowledge may include data modeng sql programming sql server oracle microsoft officeeffective analytical abities order examine existing processes workflows dataflows make recommendations improvements months possibity extension,"San Antonio, TX"
Group Data Analyst,artsy,artsy mission expand art market support artists art world artsy created world largest two sided art marketplace offering milon works artists leading galleries fairs auction houses institutions across countries artsy seeks group data analyst new york ny set strategic frameworks development devery data analytics drive improvements developing machine learning solutions using statistical inference analytical insights position requires master degree business analytics statistics related field years experience building machine learning models utizing causal inference regressions k means clustering random forest neural nets utizing python sql aws redshift looker building maintaining etl pipenes mtiple data sources occasional telecommuting permitted salary role k annually mail resume katherine connor artsy attn gda broadway th floor new york ny artsy committed equitable compensation practices offer depend relevant experience skills bring team compensation packages include meaningf artsy equity competitive health benefits please see offer detail speak recruiter learn artsy valuesartsy five core values inform experience artsy love art relentless curiosity empathy passion collectors artists art market make art world fair welcoming outcomes inidual owners artsy shared success resourcef resient get job done take responsibity outcomes lead openness trust teammates seek erse perspectives communicate authentically act integrity open art world starts us transform together mission asks us challenge status quo embrace feedback learning change transform industry company impact perfection using art science debate decide swiftly iterate plans learn make biggest impact prioritize speed clarity action perfection,"New York, NY"
Data Analyst,inceed,compensation location oklahoma city oklahoma title data analystinceed partnered great company help find skilled data analyst join team required quafications experience years professional experienceadvanced sql experiencefamiarity data visuazation tools tableau powerbi etc excellent critical thinking problem solving skillsif interested learning data analyst opportunity please submit resume consideration cent unable provide sponsorship time inceed staffing direct placement firm beeves possibity something better mission simple help every person whether cent candidate employee find secure better inceed equal opportunity employer inceed prohibits discrimination harassment type affords equal employment opportunities employees appcants without regard race color region sex sexual orientation gender identity expression pregnancy age national origin disabity status genetic information protected veteran status characteristic protected law dataanalystjobs dataanalystopportunities powerbiopportunities itjobs itopportunities,"Oklahoma City, OK"
Data Analyst,insight global,must haves years data analyst data management role experience support coordinator role experience sql writing sql queries extract data intermediate excel skills pivot tables vlookup etc excellent communication follow skills plusses experience working powerbi data visuazation experience day day insight global looking data analyst sit plano tx large food beverage cent data analyst joining advanced analytics team supporting end users role consist parts support ad hoc data management hours spent supporting transactional appcation end users submit requests end users always requesting access get appcation modify accounts delete accounts add new users everything must funnel admin support org request received process request follow external vendor follow end users track excel follow done via email phone call great communication organizational skills needed remaining data analyst work complete ad hoc data management requests task data reporting responsibities working within sql write queries extract gb worth data snowflake addition working sql need intermediate excel skills summarize data create reports end users,"Plano, TX"
Data Analyst,judge group,top responsibities position please detailed candidate expected complete daily basis analyze raw data sources data transformation requirements perform data analytics modeng large data sets analyze business requirements functional specifications able determine impact changes current functionaty system interaction erse business partners technical workgroups build leverage healthcare domain knowledge design data solutions based high level architecture database architecture engineering design optimization security administration well data modeng big data development extract transform load etl development storage engineering data warehousing data provisioning similar roles may design schemas write sql data markup scripting helps support development analytics appcations build top data,"Minneapolis, MN"
Junior Data Analyst,firstpro inc,firstpro looking fill junior data analyst position cent automotive industry logistically month contract potential recur well go permanent onsite position offices camden area candidate responsible leading overseeing day day operations integrated lead management ilm program well coordination stakeholder meetings candidate also monitor analyze ilm metrics interpret report provide insight soa headquarters marketing stakeholders compensation ranges hour based professional experience interested candidates please apply updated resume desired quafications job duties bachelor degree data science computer science statistics psychology information technology related field years experience data analysisproficient windows microsoft office suite particarly excel powerpoint well tableau business intelgence reporting dashboards excellent project management skills handle fast paced environment coordinate changing priorities strong analytical skills help identify business opportunities track performance outstanding verbal written communication facitation interpersonal skills abity interact levels management present upper management concise professional manner abity use often complex technical tools concisely communicated stakeholders e abity using data tell broader insights story experience automotive marketing retaing preferred,"Camden, NJ"
Data analyst,ribbit capital,ribbit capital global investment organization one single relentless mission change world finance since founding ten year ago backed entrepreneurs building next generation financial services investments span globe every sector financial technology start crypto core part ribbit thesis investing coinbase bitcoin today majority investments intersection fintech crypto recent investments span various themes verticals invested blockchains scang solutions ethereum solana arbitrum defi protocols uniswap aave osmosis infrastructure companies gauntlet fireblocks chainalysis trading platforms sngshot finance coinswitch ftx one benefits sector focused abity amass industry specific data fintech crypto business models decade obsess fintech crypto data informs invest part effort looking add highly autonomous technical inidual crypto research data analytics efforts looking someone ves breathes crypto data whether fltime part time crypto today kely spend nights writing dune queries ing blockchain explorer apis data analyst ribbit work alongside investment team expand chain data ingestion structuring efforts write maintain queries dashboards inform investment decisions seek insights inform trends insights gather directly inform investments decisions well provide color support existing portfoo companies looking appcant previous experience data science analytics proficiency python sql similar analytical toolsexisting knowledge blockchain technology deep curiosity given nascency industry famiarity various chain data sources etherscan block explorers graph dune nansen coin metrics fpside crypto etc abity think analytically strategically investment decisions ongoing work existing ribbit portfoo companiesstrong writing communication skillsa strong affinity frogs,"San Francisco, CA"
Data Analyst,judge group,position data analysttype contract hirelocation hybrid eden prairie mnthis job following responsibities analyze raw data sources data transformation requirements perform data analytics modeng large data sets analyze business requirements functional specifications able determine impact changes current functionaty systemquafications requirements years experience data analystexperience using sqlexperience data mappinghealthcare experience preferredau microsoft bi etc,"Eden Prairie, MN"
